JAMB_Score,Study_Hours_Per_Week,Attendance_Rate,Teacher_Quality,Distance_To_School,School_Type,School_Location,Extra_Tutorials,Access_To_Learning_Materials,Parent_Involvement,IT_Knowledge,Student_ID,Age,Gender,Socioeconomic_Status,Parent_Education_Level,Assignments_Completed
114,30,85,3,9.3,Private,Rural,Yes,No,Low,Medium,1011,20,Female,Medium,Tertiary,2
111,15,71,2,5.2,Public,Urban,Yes,Yes,Low,Medium,1012,21,Male,Medium,Primary,1
141,24,75,4,7.1,Public,Urban,No,Yes,Low,Medium,1013,22,Male,Medium,Tertiary,1
144,18,73,3,7.4,Public,Urban,Yes,No,High,Low,1014,22,Female,Medium,Primary,1
187,15,84,2,8.8,Public,Rural,Yes,Yes,High,Low,1015,19,Male,Medium,Primary,4
177,0,96,4,3.4,Public,Rural,No,No,Medium,Medium,1016,19,Male,Low,Primary,1
179,22,85,3,11.5,Private,Urban,No,No,Medium,Low,1017,19,Female,Medium,Tertiary,3
213,16,83,2,11.0,Private,Urban,Yes,Yes,Low,Medium,1018,20,Male,High,Primary,1
220,16,73,3,19.2,Private,Urban,Yes,No,High,High,1019,18,Male,Medium,Secondary,1
276,24,96,4,3.5,Public,Rural,Yes,Yes,Low,Medium,1020,16,Female,High,Tertiary,3
181,36,77,3,10.3,Private,Urban,Yes,Yes,Medium,High,1021,20,Male,Medium,Secondary,2
181,40,86,4,0.0,Public,Rural,Yes,Yes,High,Low,1022,16,Male,Low,Primary,3
124,17,78,3,12.6,Public,Rural,No,No,Medium,Medium,1023,16,Male,Low,Primary,1
153,14,91,3,9.8,Public,Urban,No,No,Medium,Low,1024,16,Female,High,Secondary,2
194,11,84,2,7.0,Public,Rural,No,Yes,Low,Low,1025,21,Male,Medium,Secondary,2
179,24,84,2,15.6,Public,Rural,No,Yes,Low,High,1026,19,Female,Medium,Secondary,1
151,34,87,2,8.4,Private,Urban,Yes,Yes,Medium,Low,1027,16,Male,Medium,Primary,3
140,15,100,3,10.2,Public,Rural,Yes,No,Low,Low,1028,21,Male,Medium,Primary,1
112,0,89,3,12.2,Private,Urban,Yes,Yes,Low,High,1029,17,Male,Medium,Secondary,1
107,20,79,2,4.7,Public,Urban,No,Yes,Low,Medium,1030,18,Female,High,Tertiary,1
167,28,84,3,14.7,Private,Urban,No,Yes,Medium,High,1031,16,Male,Medium,Primary,3
203,8,81,3,8.3,Private,Urban,Yes,Yes,Medium,Low,1032,19,Female,High,Secondary,1
211,24,78,2,2.1,Public,Urban,No,Yes,Medium,Low,1033,22,Male,Medium,Secondary,2
195,25,80,4,13.4,Private,Rural,No,Yes,Medium,Medium,1034,16,Female,High,None,1
130,15,74,1,12.0,Public,Urban,No,No,Low,Medium,1035,18,Female,High,Tertiary,1
117,8,87,4,0.0,Public,Urban,No,No,Low,Low,1036,15,Female,Low,None,1
205,31,76,3,7.2,Public,Rural,Yes,Yes,High,Low,1037,15,Male,High,Tertiary,1
342,30,100,4,10.8,Public,Urban,Yes,Yes,Medium,High,1038,20,Male,Medium,Tertiary,4
159,5,90,3,6.0,Private,Rural,Yes,No,Low,Medium,1039,19,Male,Low,Secondary,1
130,0,82,3,13.4,Public,Rural,Yes,No,Low,Low,1040,19,Male,Medium,Primary,1
218,35,87,3,17.5,Public,Rural,No,No,Low,High,1041,19,Female,Low,Primary,4
224,29,82,4,2.4,Private,Rural,Yes,Yes,Low,Low,1042,16,Female,Low,None,2
210,23,89,2,15.2,Public,Urban,No,Yes,Medium,High,1043,22,Male,Low,Secondary,1
130,12,92,3,0.0,Public,Urban,No,Yes,Low,High,1044,22,Male,Medium,None,1
172,15,77,1,12.5,Public,Urban,Yes,Yes,Medium,Medium,1045,18,Male,High,Tertiary,1
108,4,66,2,0.0,Public,Urban,No,Yes,Low,Low,1046,22,Male,Low,Secondary,1
208,18,93,3,16.6,Public,Urban,No,Yes,Low,Low,1047,18,Female,High,Primary,2
106,0,83,3,5.5,Public,Urban,No,Yes,Low,Medium,1048,22,Female,Low,None,1
196,15,75,3,7.2,Public,Urban,No,Yes,Medium,Low,1049,18,Female,High,Secondary,1
139,14,75,2,6.1,Public,Rural,No,No,High,Medium,1050,15,Male,Medium,Tertiary,1
151,23,75,3,5.3,Public,Urban,No,Yes,Low,Medium,1051,18,Male,Medium,Tertiary,2
235,24,81,2,11.9,Private,Urban,Yes,Yes,High,Low,1052,19,Male,High,Primary,1
149,25,80,4,16.9,Public,Urban,Yes,No,High,High,1053,21,Female,Low,None,3
234,37,86,3,9.6,Private,Urban,No,Yes,Medium,High,1054,16,Male,High,None,3
191,31,79,1,8.7,Private,Urban,No,No,Medium,Low,1055,15,Male,Low,Primary,3
170,24,77,1,12.4,Private,Urban,No,Yes,High,Medium,1056,20,Male,High,Tertiary,2
185,21,83,3,8.4,Public,Urban,Yes,Yes,Low,Medium,1057,16,Female,Low,Primary,2
154,9,85,2,8.5,Private,Urban,Yes,No,Low,High,1058,17,Female,Low,None,2
190,28,82,4,14.5,Private,Rural,Yes,Yes,Low,Low,1059,22,Male,Low,None,2
178,35,96,2,7.9,Public,Rural,Yes,Yes,Medium,High,1060,21,Female,Low,None,3
186,24,90,3,11.2,Public,Urban,No,Yes,Low,Low,1061,19,Female,Medium,Secondary,3
238,40,73,2,12.9,Public,Rural,No,No,High,Low,1062,15,Female,Medium,Primary,4
112,1,85,2,6.6,Public,Rural,Yes,No,Low,Medium,1063,19,Male,Low,None,1
299,19,98,5,12.6,Public,Urban,Yes,Yes,High,Low,1064,16,Female,High,Secondary,4
152,25,79,1,12.6,Public,Rural,No,Yes,Low,High,1065,22,Male,Low,None,2
144,19,68,3,9.9,Public,Urban,Yes,No,Medium,Low,1066,18,Male,Low,Primary,2
266,39,90,3,2.0,Private,Urban,Yes,Yes,Medium,High,1067,22,Female,High,Secondary,5
210,22,86,3,8.6,Public,Urban,Yes,No,Medium,High,1068,21,Female,Medium,Tertiary,1
151,10,72,3,7.5,Public,Urban,Yes,No,High,High,1069,17,Female,Low,None,2
225,22,74,2,11.0,Public,Urban,Yes,Yes,Medium,Medium,1070,19,Female,Medium,Secondary,2
233,11,87,4,9.8,Public,Urban,No,Yes,Low,Medium,1071,22,Male,Low,Primary,2
181,10,83,4,10.2,Public,Rural,No,No,High,Medium,1072,22,Female,Medium,Tertiary,1
192,30,81,3,8.3,Private,Urban,No,Yes,Medium,High,1073,17,Female,High,Tertiary,3
137,24,81,5,11.9,Public,Urban,No,Yes,Low,Low,1074,16,Female,Low,None,1
141,20,72,2,3.5,Public,Rural,Yes,Yes,Low,Low,1075,22,Male,High,Secondary,1
163,3,79,3,12.0,Public,Urban,No,Yes,Medium,High,1076,19,Male,Low,None,1
108,11,85,3,19.4,Private,Urban,Yes,No,Medium,Low,1077,18,Male,Low,None,1
101,2,76,2,0.0,Private,Rural,Yes,No,Medium,Low,1078,17,Female,Medium,Secondary,1
128,26,66,1,12.2,Public,Urban,Yes,Yes,Medium,Medium,1079,22,Female,Low,Primary,3
249,21,85,1,2.5,Public,Rural,Yes,Yes,Low,High,1080,15,Male,Low,Secondary,2
289,19,81,5,1.6,Private,Rural,Yes,Yes,Medium,Medium,1081,20,Male,Medium,Secondary,2
174,20,87,2,5.2,Private,Urban,No,No,Medium,High,1082,16,Female,Low,None,3
107,8,83,2,11.7,Public,Urban,Yes,No,Medium,Low,1083,19,Female,Medium,Secondary,1
171,33,68,1,8.6,Public,Rural,No,Yes,Low,High,1084,15,Female,Medium,Secondary,4
216,16,94,4,16.0,Public,Urban,No,Yes,Low,Low,1085,18,Male,Low,Secondary,2
223,11,77,2,0.0,Public,Rural,Yes,No,High,Low,1086,18,Female,High,Secondary,1
168,0,99,2,14.4,Public,Rural,No,Yes,High,High,1087,17,Male,Low,None,1
164,18,83,3,11.4,Public,Rural,No,Yes,Medium,Medium,1088,16,Female,Low,Primary,1
107,9,68,1,10.2,Public,Rural,Yes,No,Low,Low,1089,20,Female,High,Tertiary,1
272,15,80,3,9.5,Private,Urban,Yes,No,Medium,Medium,1090,19,Female,High,Tertiary,1
150,28,86,4,13.6,Private,Urban,Yes,No,Low,Medium,1091,21,Female,Medium,Tertiary,2
223,30,84,3,2.3,Private,Rural,No,Yes,Medium,Low,1092,22,Male,Medium,Tertiary,4
269,27,89,3,4.1,Private,Rural,No,Yes,High,Low,1093,15,Female,High,Secondary,3
157,31,99,3,8.5,Private,Urban,Yes,Yes,Medium,Medium,1094,19,Female,Medium,Secondary,2
199,28,79,2,11.8,Public,Rural,Yes,Yes,Low,Low,1095,15,Male,Low,Secondary,3
114,7,81,4,5.2,Public,Urban,Yes,Yes,Medium,Medium,1096,16,Male,Medium,Tertiary,1
127,6,95,1,12.9,Public,Rural,Yes,No,Medium,High,1097,18,Male,Medium,Secondary,1
157,26,86,3,2.1,Public,Rural,Yes,Yes,Medium,Medium,1098,18,Male,High,Tertiary,2
229,28,73,3,8.8,Private,Urban,Yes,Yes,High,Medium,1099,19,Male,High,Secondary,3
107,16,85,3,4.4,Private,Rural,No,No,Low,Medium,1100,19,Female,Low,Primary,1
237,17,77,4,9.9,Public,Rural,Yes,No,High,Low,1101,17,Female,Medium,Secondary,1
247,31,100,3,8.8,Private,Rural,Yes,Yes,Medium,High,1102,22,Female,Low,Primary,3
194,14,78,3,3.5,Private,Urban,No,Yes,Low,Medium,1103,15,Female,Low,Primary,1
124,14,100,2,0.0,Public,Urban,Yes,No,Medium,Low,1104,17,Female,High,Tertiary,1
178,33,98,1,2.0,Private,Urban,Yes,Yes,Medium,Low,1105,15,Male,High,Tertiary,3
248,20,81,1,4.7,Public,Urban,No,Yes,Medium,Medium,1106,16,Female,High,Secondary,1
203,8,86,2,6.7,Private,Urban,Yes,No,Low,Medium,1107,19,Female,Medium,Secondary,1
140,7,89,2,12.9,Public,Rural,No,Yes,Low,Low,1108,20,Female,Medium,Primary,1
161,28,91,1,8.6,Public,Urban,Yes,Yes,High,Medium,1109,22,Female,Medium,Primary,3
109,16,84,3,15.4,Public,Urban,Yes,No,Low,Medium,1110,15,Female,Medium,Secondary,1
111,13,92,2,8.7,Public,Urban,Yes,Yes,Low,Low,1111,22,Male,Low,Primary,1
101,9,79,2,8.5,Public,Rural,No,Yes,High,Medium,1112,18,Female,Low,None,1
152,22,79,1,20.0,Public,Urban,No,Yes,Low,Low,1113,22,Male,Medium,Secondary,1
115,7,77,2,10.4,Private,Rural,Yes,No,Low,Low,1114,16,Female,High,Primary,1
197,24,94,1,7.6,Public,Urban,No,Yes,Low,Medium,1115,22,Female,Low,Primary,1
214,16,90,3,10.0,Private,Rural,No,Yes,High,High,1116,18,Female,High,Tertiary,1
217,15,90,3,7.7,Private,Urban,No,No,Medium,Low,1117,16,Female,High,Primary,1
224,18,95,3,16.3,Public,Rural,Yes,No,Medium,High,1118,15,Female,High,Secondary,1
177,16,65,1,13.9,Public,Urban,No,Yes,Medium,Medium,1119,18,Male,Low,None,2
188,20,88,3,4.5,Public,Rural,Yes,Yes,Low,Medium,1120,21,Female,Medium,Secondary,2
229,26,90,2,9.4,Public,Urban,Yes,Yes,Medium,High,1121,20,Female,Low,Secondary,2
143,0,98,2,8.6,Public,Urban,Yes,No,Low,High,1122,20,Female,Medium,Primary,1
245,18,74,4,12.0,Public,Rural,Yes,Yes,High,Medium,1123,15,Female,Medium,Secondary,2
270,24,100,5,8.9,Public,Urban,No,No,High,Medium,1124,17,Female,High,Primary,4
231,38,89,3,20.0,Public,Rural,Yes,No,High,Low,1125,16,Male,Low,Primary,3
138,7,87,1,6.0,Public,Urban,No,Yes,Low,High,1126,19,Female,Low,Primary,1
146,19,98,2,1.0,Public,Urban,Yes,No,Low,High,1127,18,Male,Medium,Secondary,2
212,36,92,4,15.0,Private,Rural,Yes,Yes,Medium,High,1128,22,Male,Medium,Tertiary,1
207,10,90,3,14.4,Public,Urban,No,Yes,Medium,Low,1129,20,Female,High,Secondary,1
106,17,82,5,8.5,Public,Rural,No,Yes,Medium,Medium,1130,15,Female,High,Tertiary,4
231,17,83,2,1.8,Public,Rural,No,Yes,High,Low,1131,18,Male,Medium,Secondary,1
221,19,87,3,9.5,Public,Rural,Yes,Yes,High,Low,1132,22,Male,Low,Primary,3
188,13,78,4,16.1,Private,Rural,Yes,Yes,Low,High,1133,15,Female,Medium,Primary,1
128,9,81,4,11.5,Public,Urban,Yes,No,Medium,High,1134,22,Male,Low,None,3
101,38,58,1,16.0,Public,Rural,No,No,Medium,Low,1135,22,Male,Medium,Secondary,3
214,31,91,3,13.0,Public,Urban,Yes,No,Medium,Low,1136,17,Male,Medium,Primary,2
249,36,88,4,10.7,Public,Rural,Yes,Yes,Medium,Low,1137,19,Female,High,Tertiary,2
222,28,84,5,14.2,Public,Urban,Yes,No,High,High,1138,18,Female,High,Tertiary,2
176,5,86,3,13.9,Public,Rural,No,No,Medium,Medium,1139,21,Male,High,Secondary,1
136,20,68,2,10.0,Public,Rural,No,Yes,Low,Medium,1140,18,Female,Low,Primary,1
155,28,100,1,9.1,Public,Urban,Yes,Yes,Medium,Medium,1141,15,Female,High,Tertiary,3
118,7,80,4,17.9,Public,Urban,No,Yes,High,Medium,1142,15,Female,Medium,None,1
229,33,86,4,7.4,Private,Urban,Yes,No,High,Low,1143,18,Female,Medium,Primary,1
124,22,72,1,12.5,Public,Urban,No,Yes,Low,Low,1144,20,Female,High,Secondary,3
107,31,80,2,7.0,Public,Rural,No,Yes,Medium,Medium,1145,17,Female,Low,Secondary,1
115,11,94,2,6.6,Public,Rural,No,No,Low,Medium,1146,18,Male,Medium,Secondary,1
104,4,90,3,13.5,Public,Urban,Yes,No,Low,Low,1147,16,Female,Low,Primary,1
103,10,88,1,7.6,Public,Urban,No,Yes,Low,Medium,1148,21,Male,Low,Primary,1
231,37,93,2,13.7,Public,Rural,No,Yes,Medium,Low,1149,21,Male,High,Tertiary,2
197,5,82,1,3.0,Public,Urban,Yes,No,Low,Medium,1150,20,Male,Low,Primary,1
209,4,73,4,13.7,Public,Urban,Yes,No,High,Low,1151,21,Male,Low,Tertiary,1
145,18,81,2,8.5,Private,Urban,Yes,No,High,Medium,1152,21,Male,Low,Secondary,2
126,12,79,3,11.5,Private,Rural,Yes,Yes,Medium,Low,1153,22,Male,Low,Primary,1
112,14,90,3,15.9,Public,Urban,Yes,Yes,Low,Medium,1154,16,Female,Low,Primary,1
135,25,85,2,5.8,Public,Rural,Yes,Yes,Low,Medium,1155,18,Male,High,Secondary,3
275,23,100,3,12.0,Public,Rural,Yes,Yes,Low,High,1156,22,Male,High,Tertiary,2
111,0,92,2,19.4,Private,Urban,Yes,Yes,Low,Low,1157,17,Male,Medium,Secondary,2
113,33,76,2,20.0,Private,Urban,Yes,No,High,Low,1158,20,Female,Low,Primary,3
152,9,66,4,14.7,Public,Urban,Yes,Yes,Medium,High,1159,15,Female,Low,None,1
174,10,97,3,3.0,Public,Rural,Yes,No,Low,Low,1160,20,Male,Low,Secondary,2
194,31,98,2,3.3,Private,Urban,Yes,No,Low,Medium,1161,21,Male,Low,Secondary,3
155,15,70,3,13.9,Private,Rural,Yes,No,High,High,1162,15,Female,Medium,Primary,2
157,18,98,4,12.1,Public,Urban,No,Yes,Medium,Low,1163,18,Female,Medium,Primary,1
103,18,83,1,13.1,Public,Rural,Yes,Yes,Medium,Low,1164,19,Female,Low,None,1
123,25,83,4,17.4,Public,Rural,No,Yes,Medium,Low,1165,15,Female,Low,None,1
225,21,100,3,14.3,Public,Rural,No,No,Low,Medium,1166,16,Female,Medium,Tertiary,2
184,34,98,3,4.9,Public,Rural,Yes,No,High,Medium,1167,22,Female,Medium,Primary,2
320,12,100,4,5.8,Public,Urban,Yes,No,Low,Medium,1168,16,Male,Low,Secondary,1
295,37,96,3,7.3,Private,Urban,No,Yes,High,High,1169,19,Male,Medium,Primary,2
156,10,89,3,17.0,Public,Rural,No,Yes,Low,High,1170,21,Male,Low,Secondary,1
116,27,77,2,10.1,Private,Urban,No,No,Low,Medium,1171,21,Male,High,Primary,1
103,15,79,1,20.0,Public,Urban,No,Yes,High,Medium,1172,19,Male,Medium,Primary,1
102,7,71,1,6.5,Public,Urban,Yes,Yes,Medium,Low,1173,21,Female,Low,Secondary,1
215,29,84,3,8.2,Public,Rural,Yes,Yes,Medium,Medium,1174,21,Male,Low,None,2
203,30,83,2,16.6,Public,Urban,Yes,Yes,Medium,Low,1175,16,Female,High,Secondary,2
223,29,81,4,1.2,Public,Rural,Yes,No,Low,Medium,1176,18,Male,Low,Primary,1
181,11,86,4,19.1,Public,Urban,Yes,Yes,High,High,1177,21,Male,Low,None,1
159,14,80,4,7.4,Public,Urban,No,Yes,Medium,High,1178,18,Male,Medium,Secondary,2
148,17,87,2,7.4,Public,Rural,Yes,Yes,Low,Low,1179,18,Male,Low,Secondary,2
182,20,69,3,16.2,Public,Urban,No,No,Low,Low,1180,16,Female,High,Secondary,1
244,32,88,2,9.4,Public,Rural,Yes,Yes,Low,Low,1181,19,Male,Medium,Secondary,2
157,0,84,3,18.5,Public,Rural,No,Yes,Medium,Low,1182,21,Male,High,Primary,1
130,19,79,3,20.0,Private,Rural,Yes,Yes,Low,Low,1183,17,Male,Low,Primary,1
118,12,79,3,16.1,Public,Urban,No,Yes,Low,Low,1184,16,Female,Low,Tertiary,2
199,14,71,4,12.9,Public,Urban,Yes,No,High,Low,1185,16,Female,Low,Primary,1
248,19,92,2,5.9,Public,Rural,No,Yes,Low,Low,1186,15,Female,Medium,Secondary,2
117,13,87,2,10.3,Public,Rural,Yes,Yes,Low,Low,1187,18,Male,Medium,None,1
191,0,90,3,9.3,Public,Rural,Yes,Yes,Low,Medium,1188,15,Female,Medium,Primary,1
174,13,94,2,15.2,Private,Urban,No,No,Low,Medium,1189,21,Male,Low,Primary,1
144,9,84,2,13.0,Public,Urban,No,Yes,Medium,High,1190,20,Male,Low,Primary,1
205,27,91,3,14.4,Public,Urban,No,Yes,Medium,Medium,1191,20,Male,Low,Primary,2
146,10,84,2,16.6,Private,Urban,Yes,No,Low,Medium,1192,22,Female,High,None,1
205,20,93,4,12.7,Public,Urban,No,Yes,Low,Low,1193,21,Female,High,Tertiary,3
174,34,69,1,9.6,Public,Rural,Yes,No,Low,Low,1194,16,Male,Low,None,4
189,30,77,4,12.8,Public,Rural,Yes,No,Low,Medium,1195,20,Female,Low,Primary,3
160,27,98,3,11.8,Public,Urban,No,No,Low,Low,1196,16,Male,Low,Secondary,2
102,9,56,1,7.2,Public,Urban,No,Yes,Low,Medium,1197,16,Male,Low,Secondary,1
298,35,91,2,11.2,Public,Urban,Yes,No,Medium,High,1198,17,Female,High,Tertiary,3
169,17,95,1,16.9,Public,Rural,Yes,Yes,High,Medium,1199,22,Male,High,Primary,2
150,16,82,2,7.4,Private,Rural,No,No,Low,Medium,1200,15,Male,Low,Secondary,1
141,21,78,3,9.0,Public,Rural,Yes,No,Medium,Medium,1201,19,Male,Low,Primary,1
125,10,82,2,8.8,Public,Urban,Yes,Yes,Low,Medium,1202,18,Male,Medium,Secondary,1
192,35,82,4,6.6,Public,Urban,No,No,Medium,Medium,1203,18,Female,Low,None,3
183,19,85,2,7.6,Public,Rural,Yes,No,High,Medium,1204,17,Male,Low,Secondary,3
173,25,78,3,9.9,Public,Urban,No,Yes,Medium,Low,1205,15,Male,Medium,Secondary,1
199,35,96,2,0.0,Public,Urban,No,Yes,Low,Low,1206,18,Female,Low,Primary,3
203,31,100,2,16.2,Private,Rural,No,No,Low,Medium,1207,16,Female,Medium,Tertiary,3
238,12,87,3,12.3,Public,Rural,Yes,Yes,High,Low,1208,21,Female,Low,None,1
100,17,67,1,5.8,Public,Urban,No,No,Low,High,1209,22,Female,Low,None,2
199,29,81,1,9.0,Public,Urban,No,Yes,Low,Low,1210,15,Male,Low,None,1
153,26,81,2,6.3,Public,Urban,No,Yes,High,Low,1211,20,Female,Low,Primary,2
243,15,93,3,8.4,Private,Urban,Yes,Yes,Medium,Medium,1212,18,Female,Low,None,1
230,18,78,4,2.4,Public,Rural,No,No,High,High,1213,15,Male,Medium,Secondary,2
188,30,78,3,15.0,Public,Rural,Yes,Yes,Low,Medium,1214,17,Male,Medium,Tertiary,3
129,9,86,3,3.6,Public,Urban,No,Yes,Low,Low,1215,19,Female,Medium,Secondary,1
241,22,97,4,3.3,Private,Urban,Yes,Yes,Medium,Medium,1216,19,Male,Low,None,3
227,38,82,3,15.6,Public,Urban,No,Yes,Medium,Medium,1217,15,Male,High,Tertiary,3
227,24,75,2,6.2,Private,Rural,Yes,Yes,Low,High,1218,17,Female,Low,Secondary,1
109,8,100,2,10.9,Public,Rural,No,Yes,Medium,Medium,1219,18,Male,Medium,Tertiary,1
230,16,95,3,12.5,Public,Rural,Yes,Yes,Medium,High,1220,22,Female,Low,Primary,1
176,23,82,4,19.6,Public,Rural,Yes,Yes,Low,Low,1221,16,Male,Medium,Secondary,1
208,10,95,3,14.8,Public,Urban,No,Yes,Medium,Low,1222,22,Female,Low,Primary,1
155,16,82,4,6.6,Public,Urban,Yes,Yes,Low,High,1223,21,Female,Low,Primary,1
267,30,98,2,4.8,Public,Rural,No,Yes,Medium,Medium,1224,15,Male,Medium,Secondary,3
156,30,85,2,11.3,Public,Urban,No,Yes,Low,Low,1225,21,Male,Low,Secondary,4
149,24,84,3,6.1,Public,Urban,Yes,Yes,Medium,Medium,1226,15,Female,Medium,Secondary,3
106,7,79,3,5.9,Public,Rural,No,No,Low,Medium,1227,18,Male,Low,Primary,1
214,34,73,3,8.8,Private,Urban,No,Yes,High,Medium,1228,16,Male,High,Primary,4
260,24,100,3,12.8,Public,Rural,No,Yes,Medium,Low,1229,16,Male,Low,Primary,3
114,3,72,3,8.4,Public,Urban,No,No,Medium,Low,1230,18,Male,Medium,Secondary,2
120,14,68,1,8.1,Public,Rural,Yes,Yes,High,Medium,1231,15,Female,Low,Primary,1
243,38,87,4,5.8,Public,Rural,No,Yes,Low,Low,1232,22,Male,Low,Primary,4
113,16,71,1,6.2,Public,Urban,Yes,Yes,Medium,Medium,1233,21,Male,Low,Primary,1
157,18,83,1,17.1,Private,Rural,No,Yes,Low,Medium,1234,22,Male,High,Secondary,2
168,34,90,2,12.7,Public,Rural,No,Yes,High,High,1235,18,Female,High,Tertiary,2
189,8,95,4,19.5,Public,Rural,Yes,Yes,High,High,1236,19,Male,Low,Primary,1
248,14,97,4,5.4,Public,Urban,Yes,Yes,High,High,1237,22,Female,Low,Primary,3
188,6,82,3,10.9,Private,Urban,No,Yes,Low,Medium,1238,21,Male,Low,Primary,1
111,18,81,2,8.5,Public,Rural,Yes,Yes,Low,High,1239,18,Male,Medium,Primary,1
140,18,86,2,17.9,Private,Rural,No,Yes,Low,Medium,1240,17,Female,Medium,None,1
253,40,73,2,2.0,Public,Urban,No,Yes,Medium,High,1241,22,Male,Medium,Secondary,4
170,21,89,1,16.1,Public,Rural,Yes,No,Low,Low,1242,15,Male,Low,None,2
132,12,68,2,6.5,Public,Urban,Yes,Yes,Low,Low,1243,20,Female,Low,None,1
160,18,100,4,9.5,Public,Rural,Yes,Yes,Medium,Medium,1244,20,Male,Medium,Tertiary,1
227,25,84,3,10.4,Public,Urban,Yes,Yes,High,High,1245,17,Male,Low,Primary,3
140,2,80,3,11.7,Public,Urban,No,Yes,Low,Medium,1246,22,Male,Low,Secondary,1
148,40,75,4,13.5,Private,Rural,Yes,No,High,High,1247,15,Female,Medium,None,4
169,24,78,3,3.4,Public,Urban,No,Yes,Low,Low,1248,22,Male,Medium,Tertiary,3
233,26,100,3,9.3,Public,Urban,Yes,Yes,Low,Low,1249,15,Female,High,Tertiary,2
184,26,94,2,16.4,Public,Rural,Yes,Yes,High,High,1250,19,Male,Low,Secondary,2
221,30,73,5,11.4,Public,Rural,Yes,Yes,Medium,Medium,1251,18,Male,High,Secondary,1
165,18,98,3,9.4,Public,Rural,Yes,No,High,Medium,1252,22,Female,High,Primary,3
215,17,98,2,5.0,Public,Rural,No,Yes,Medium,High,1253,20,Female,Medium,Tertiary,1
138,22,79,1,13.5,Public,Rural,Yes,Yes,High,High,1254,18,Male,Low,None,1
187,24,88,4,12.6,Public,Urban,No,Yes,Low,Low,1255,20,Female,Low,Primary,2
137,9,82,1,10.3,Public,Urban,Yes,Yes,Medium,High,1256,21,Female,Low,Primary,1
109,27,99,4,6.2,Private,Urban,Yes,Yes,High,Low,1257,20,Female,Low,Tertiary,3
162,21,76,1,17.1,Public,Urban,No,No,Low,Medium,1258,20,Male,High,Secondary,1
131,23,83,4,7.9,Public,Urban,Yes,Yes,Low,Low,1259,19,Female,Medium,Primary,1
219,36,83,3,11.9,Public,Urban,Yes,No,Low,Low,1260,19,Male,Low,Primary,2
167,19,70,3,11.7,Public,Urban,Yes,No,High,Medium,1261,16,Male,High,Tertiary,3
185,23,100,2,0.0,Public,Rural,No,Yes,Medium,Low,1262,17,Female,Medium,Secondary,1
289,36,80,5,9.8,Private,Rural,Yes,Yes,Medium,Low,1263,15,Male,Medium,Secondary,4
185,14,87,3,6.0,Private,Rural,Yes,Yes,High,Medium,1264,21,Female,Low,None,2
213,23,70,2,5.9,Public,Urban,Yes,Yes,High,Medium,1265,16,Female,Low,Tertiary,2
240,26,85,1,15.3,Public,Rural,No,Yes,Medium,Low,1266,18,Female,Medium,Primary,1
127,7,85,2,19.9,Private,Rural,Yes,No,High,Low,1267,16,Male,Low,Primary,1
162,40,76,2,5.9,Public,Urban,Yes,Yes,Medium,Low,1268,18,Female,Low,None,5
102,1,85,1,16.3,Public,Urban,Yes,Yes,Medium,Low,1269,19,Male,Low,None,1
196,10,83,3,18.3,Public,Urban,No,Yes,Low,Medium,1270,15,Female,Low,Secondary,1
198,33,97,2,4.5,Public,Urban,No,No,Low,Low,1271,15,Male,Low,Primary,3
222,30,100,3,14.7,Private,Rural,Yes,Yes,High,High,1272,15,Female,Low,Secondary,3
149,8,77,3,14.2,Public,Urban,Yes,No,Low,Low,1273,20,Female,Medium,Primary,1
204,28,87,4,0.0,Public,Urban,Yes,Yes,Low,Low,1274,20,Female,Medium,Tertiary,3
111,28,82,3,19.2,Private,Urban,No,No,Medium,Low,1275,19,Female,Medium,Secondary,2
123,15,87,1,17.0,Public,Urban,No,Yes,Medium,Low,1276,21,Female,High,Tertiary,1
140,40,82,3,12.7,Private,Rural,No,No,Low,Low,1277,18,Female,Low,None,3
184,5,87,3,11.1,Public,Rural,No,No,High,Medium,1278,19,Female,High,Secondary,1
108,20,78,1,15.3,Public,Urban,Yes,No,Medium,Medium,1279,15,Male,Low,Primary,2
147,28,84,3,16.2,Public,Rural,No,No,High,Low,1280,15,Female,Low,None,4
181,28,97,4,2.2,Public,Rural,Yes,Yes,Medium,Medium,1281,21,Female,Medium,Secondary,2
219,21,93,3,8.2,Public,Urban,Yes,No,Medium,Low,1282,15,Female,Medium,Primary,2
101,11,86,1,7.8,Public,Rural,No,Yes,Low,Low,1283,18,Female,Low,Secondary,1
102,18,87,2,11.5,Private,Urban,Yes,Yes,Low,Low,1284,18,Female,Medium,Secondary,2
126,23,80,1,9.0,Private,Rural,Yes,No,Low,High,1285,16,Female,Low,None,2
239,30,91,4,4.5,Public,Rural,Yes,Yes,Low,High,1286,21,Female,High,Primary,3
191,30,75,3,14.9,Private,Urban,Yes,Yes,High,High,1287,16,Female,High,Tertiary,3
207,13,98,3,8.3,Private,Rural,No,Yes,High,Low,1288,21,Male,Low,None,1
147,15,56,2,6.7,Public,Urban,No,Yes,Medium,Medium,1289,17,Female,Medium,Secondary,1
203,13,85,2,1.8,Public,Urban,No,Yes,Low,Low,1290,18,Male,High,Secondary,2
118,11,92,2,0.6,Private,Urban,No,Yes,Low,Medium,1291,19,Male,High,Tertiary,1
111,24,67,1,10.3,Public,Rural,Yes,Yes,Low,Low,1292,18,Male,Medium,Secondary,1
